,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,H_MALE,H_FEMALE,STCODE,FIPSCODE,CTYNAME,FIPSCLASS
233,515334,254910,260424,215963,220800,8604,8259,4882,4710,13922,14752,2148,2180,9391,9723,109712,106855,6,99,Stanislaus County,H1
234,94802,47031,47771,35528,36218,1130,1089,1049,1098,7221,7284,178,196,1925,1886,14128,13261,6,101,Sutter County,H1
235,63593,31660,31933,28948,29133,291,183,1009,1080,337,415,50,42,1025,1080,7229,6765,6,103,Tehama County,H1
236,13764,7085,6679,6295,5934,48,13,375,335,39,62,11,7,317,328,496,472,6,105,Trinity County,H1
237,443081,221870,221211,196855,196001,4895,4647,6132,6079,8533,8788,482,491,4973,5205,137460,131716,6,107,Tulare County,H1
238,55185,29113,26072,26238,24135,1087,112,636,555,269,350,41,45,842,875,3693,2246,6,109,Tuolumne County,H1
239,825298,409895,415403,351676,353788,9471,8553,7673,7187,27172,31662,1113,1137,12790,13076,169040,164225,6,111,Ventura County,H1
240,201129,98022,103107,75371,78810,2972,2826,1814,1890,12788,14273,589,619,4488,4689,30696,30507,6,113,Yolo County,H1
241,72357,36460,35897,29097,28563,1449,1260,1078,1105,2566,2657,169,174,2101,2138,9249,8937,6,115,Yuba County,H1
242,443680,223317,220363,195974,193467,8154,7037,4772,4636,8142,8807,446,449,5829,5967,86387,82474,8,1,Adams County,H1
243,15926,7973,7953,7068,7094,161,97,413,402,97,121,12,24,222,215,3622,3644,8,3,Alamosa County,H1
244,574727,281818,292909,224028,231729,30319,30818,3215,3185,13848,16355,688,699,9720,10123,53537,52428,8,5,Arapahoe County,H1
245,12056,6089,5967,5740,5582,24,12,164,176,54,60,2,5,105,132,1094,1049,8,7,Archuleta County,H1
246,3790,1880,1910,1804,1832,12,12,31,28,1,5,0,0,32,33,186,161,8,9,Baca County,H1
247,6509,4279,2230,3559,2093,496,8,127,68,48,19,3,2,46,40,1340,642,8,11,Bent County,H1
248,295986,148540,147446,136054,134887,1668,1243,1237,1211,6018,6525,140,98,3423,3482,19912,19601,8,13,Boulder County,H1
249,56271,27938,28333,25043,25299,351,285,237,187,1653,1856,20,27,634,679,3136,3167,8,14,Broomfield County,H6
250,17803,9448,8355,8886,8072,266,14,126,99,56,62,8,6,106,102,1038,640,8,15,Chaffee County,H1
251,1831,908,923,883,900,5,2,10,5,4,7,1,0,5,9,90,86,8,17,Cheyenne County,H1
252,9083,4729,4354,4562,4192,42,18,41,42,17,34,3,0,64,68,230,207,8,19,Clear Creek County,H1
253,8292,4113,4179,3857,3913,25,21,134,142,20,19,5,8,72,76,2317,2314,8,21,Conejos County,H1
254,3527,1825,1702,1626,1545,29,19,107,84,23,16,6,4,34,34,1219,1106,8,23,Costilla County,H1
255,5853,4224,1629,3445,1530,553,7,135,43,51,11,0,0,40,38,1329,371,8,25,Crowley County,H1
256,4275,2211,2064,2116,1998,36,8,19,12,4,12,0,0,36,34,132,73,8,27,Custer County,H1
257,30878,15553,15325,14832,14744,143,35,220,176,76,102,10,12,272,256,2317,2043,8,29,Delta County,H1
258,603300,301723,301577,244450,241559,32140,32574,6261,6296,9952,11573,446,394,8474,9181,97714,93879,8,31,Denver County,H6
259,2065,1065,1000,1011,942,2,2,32,28,0,2,1,1,19,25,34,47,8,33,Dolores County,H1
260,286964,142110,144854,131119,133084,2044,1666,683,707,4964,6079,129,128,3171,3190,10602,11043,8,35,Douglas County,H1
261,52085,27754,24331,26567,23300,288,157,305,289,263,308,23,14,308,263,8385,7300,8,37,Eagle County,H1
262,23095,11553,11542,11084,11069,100,74,89,76,67,114,14,14,199,195,606,619,8,39,Elbert County,H1
263,626916,313048,313868,264800,264539,21897,19668,4050,3955,7440,10579,1252,1259,13609,13868,47639,47315,8,41,El Paso County,H1
264,46857,27074,19783,24112,18996,1793,58,619,245,166,133,9,17,375,334,4170,1630,8,43,Fremont County,H1
265,56094,28927,27167,27348,25719,344,226,527,483,176,248,37,40,495,451,8402,7474,8,45,Garfield County,H1
266,5461,2901,2560,2769,2431,18,11,27,22,34,52,7,3,46,41,144,138,8,47,Gilpin County,H1
267,14783,7895,6888,7631,6620,46,21,47,45,59,72,3,5,109,125,584,524,8,49,Grand County,H1
268,15379,8346,7033,7917,6679,45,18,197,164,50,60,2,1,135,111,673,580,8,51,Gunnison County,H1
269,844,441,403,423,389,0,3,8,2,2,2,0,0,8,7,13,10,8,53,Hinsdale County,H1
270,6668,3311,3357,3030,3068,21,20,170,158,20,15,7,8,63,88,1202,1158,8,55,Huerfano County,H1
271,1385,737,648,709,635,0,0,16,6,0,1,0,0,12,6,96,61,8,57,Jackson County,H1
272,535625,266013,269612,246499,249965,3691,2593,3118,3117,6644,7923,315,287,5746,5727,38011,38989,8,59,Jefferson County,H1
273,1396,688,708,673,692,2,2,4,3,0,0,0,0,9,11,41,39,8,61,Kiowa County,H1
274,8247,4619,3628,4280,3526,219,7,43,28,13,23,7,6,57,38,992,584,8,63,Kit Carson County,H1
275,7267,3893,3374,3696,3200,26,8,81,80,13,20,4,0,73,66,1477,1361,8,65,Lake County,H1
276,51371,26184,25187,23654,22604,159,82,1602,1679,137,187,17,18,615,617,3140,2979,8,67,La Plata County,H1
277,300524,149167,151357,139844,141943,1599,1148,1526,1508,2851,3357,147,142,3200,3259,16236,15624,8,69,Larimer County,H1
278,15394,7912,7482,7206,6992,196,39,281,234,65,61,6,8,158,148,3267,3121,8,71,Las Animas County,H1
279,5469,3163,2306,2789,2212,275,19,38,18,25,21,1,1,35,35,513,178,8,73,Lincoln County,H1
280,22130,12308,9822,11185,9440,705,95,172,99,95,53,12,11,139,124,2146,1178,8,75,Logan County,H1
281,146489,72756,73733,68915,69933,661,455,1123,1051,498,720,89,98,1470,1476,9916,9594,8,77,Mesa County,H1
282,704,362,342,354,336,2,0,3,1,0,1,0,0,3,4,11,10,8,79,Mineral County,H1
283,13812,7063,6749,6807,6483,27,18,82,85,30,49,5,6,112,108,1066,927,8,81,Moffat County,H1
284,25548,12631,12917,10769,10846,36,32,1507,1686,51,86,7,13,261,254,1454,1391,8,83,Montezuma County,H1
285,41194,20283,20911,19257,19913,126,97,380,343,132,168,18,21,370,369,4214,3918,8,85,Montrose County,H1
286,28172,13918,14254,12975,13317,473,418,174,204,86,85,43,32,167,198,4854,4700,8,87,Morgan County,H1
287,18883,9259,9624,8521,8932,105,71,312,287,88,82,10,14,223,238,3784,3847,8,89,Otero County,H1
288,4466,2229,2237,2178,2173,4,4,10,7,8,18,4,1,25,34,92,106,8,91,Ouray County,H1
289,16262,8534,7728,8194,7371,38,38,82,90,43,66,1,2,176,161,409,384,8,93,Park County,H1
290,4463,2183,2280,2127,2217,17,3,11,21,11,16,3,4,14,19,437,408,8,95,Phillips County,H1
291,17156,9111,8045,8809,7723,64,52,41,19,94,126,6,6,97,119,830,754,8,97,Pitkin County,H1
292,12562,6215,6347,5985,6124,46,29,98,93,16,23,1,1,69,77,2245,2183,8,99,Prowers County,H1
293,159520,78496,81024,71351,74262,2110,1661,2350,2303,681,822,110,123,1894,1853,32775,33327,8,101,Pueblo County,H1
294,6669,3436,3233,3274,3083,39,23,49,26,10,13,2,9,62,79,364,306,8,103,Rio Blanco County,H1
295,12018,5986,6032,5659,5708,32,18,172,161,25,25,1,3,97,117,2545,2589,8,105,Rio Grande County,H1
296,23450,12463,10987,12101,10625,79,31,72,58,61,102,9,8,141,163,830,748,8,107,Routt County,H1
297,6136,3133,3003,2932,2813,19,12,97,89,21,27,0,1,64,61,1231,1217,8,109,Saguache County,H1
298,708,395,313,379,304,0,0,1,1,4,4,0,0,11,4,55,35,8,111,San Juan County,H1
299,7359,3987,3372,3836,3215,26,13,58,36,20,37,2,3,45,68,368,268,8,113,San Miguel County,H1
300,2370,1170,1200,1132,1168,6,2,10,5,11,12,0,0,11,13,153,139,8,115,Sedgwick County,H1
301,28065,15418,12647,14819,12144,170,94,67,81,146,150,15,7,201,171,2165,1858,8,117,Summit County,H1
302,23450,11928,11522,11410,10983,74,39,130,112,56,118,13,8,245,262,643,681,8,119,Teller County,H1
303,4801,2461,2340,2397,2289,25,5,6,2,9,8,2,2,22,34,230,177,8,121,Washington County,H1
304,254166,127267,126899,119029,119416,1722,1247,2368,1873,1509,1760,177,146,2462,2457,36795,35398,8,123,Weld County,H1
305,10025,4970,5055,4863,4945,14,6,32,38,18,23,11,7,32,36,1099,990,8,125,Yuma County,H1
306,919744,447123,472621,365690,381302,49409,57932,2226,1962,21425,22963,545,453,7828,8009,79545,76739,9,1,Fairfield County,H4
307,895303,432759,462544,339207,362000,62459,68318,1978,2062,19758,20193,531,444,8826,9527,67084,70630,9,3,Hartford County,H4
308,189773,93292,96481,88705,91852,1541,1384,257,245,1374,1635,52,45,1363,1320,4348,4256,9,5,Litchfield County,H4
309,165628,80890,84738,73301,76569,3936,4206,143,164,2057,2294,38,46,1415,1459,3948,3980,9,7,Middlesex County,H4
310,863401,415630,447771,334243,357241,55612,62543,1905,1953,15128,16470,402,384,8340,9180,64679,65948,9,9,New Haven County,H4
311,274067,136907,137160,115642,116916,9349,8159,1489,1415,5755,6145,187,164,4485,4361,12072,11358,9,11,New London County,H4
312,153208,77387,75821,69816,69636,3289,2041,161,165,2724,2652,97,23,1300,1304,3739,3041,9,13,Tolland County,H4
313,118593,58805,59788,54660,56005,1844,1470,397,327,666,780,49,40,1189,1166,5891,5541,9,15,Windham County,H4
314,162990,78382,84608,55197,57914,18769,21303,557,579,1398,2024,65,74,2396,2714,4623,4802,10,1,Kent County,H1
315,538911,260775,278136,180680,189386,61779,69373,1072,1105,11865,12207,130,151,5249,5914,24288,22892,10,3,New Castle County,H1
316,197890,96549,101341,79685,83624,12527,13292,1401,1204,978,1112,154,119,1804,1990,9211,7903,10,5,Sussex County,H1
317,605126,285882,319244,126527,127048,141500,169487,1678,1608,9243,12727,424,374,6510,8000,28800,27080,11,1,District of Columbia,H6
318,247625,119980,127645,86288,90174,23666,27123,432,410,6746,6895,104,83,2744,2960,10091,10761,12,1,Alachua County,H1
319,27076,14145,12931,11594,11194,2270,1408,39,41,72,76,2,3,168,209,287,237,12,3,Baker County,H1
320,169247,83911,85336,70355,70772,9117,9384,606,620,1382,2083,99,83,2352,2394,4239,3968,12,5,Bay County,H1
321,28539,16053,12486,11755,10202,3979,1924,46,58,67,93,9,6,197,203,770,274,12,7,Bradford County,H1
322,543966,266563,277403,226598,233675,27289,29047,1249,1161,4929,6899,333,334,6165,6287,21681,22632,12,9,Brevard County,H1
323,1753263,849335,903928,576465,593966,224720,257559,3097,3045,28668,31407,800,826,15585,17125,213634,228702,12,11,Broward County,H1
324,14632,7967,6665,6316,5713,1352,656,87,86,34,49,14,4,164,157,537,228,12,13,Calhoun County,H1
325,159947,77609,82338,70743,75176,4651,4627,225,233,813,1195,47,27,1130,1080,4583,4697,12,15,Charlotte County,H1
326,141266,68369,72897,64214,68402,2080,2010,264,248,858,1223,12,32,941,982,3317,3352,12,17,Citrus County,H1
327,191436,93770,97666,78875,81032,9438,10135,493,482,2496,3297,121,134,2347,2586,7285,7520,12,19,Clay County,H1
328,322683,159043,163640,143831,147920,10895,11000,842,751,1704,2110,174,140,1597,1719,44135,39567,12,21,Collier County,H1
329,67571,34958,32613,27186,26259,6689,5261,191,176,281,358,28,19,583,540,1827,1461,12,23,Columbia County,H1
330,34921,19750,15171,16293,13034,2886,1711,220,153,116,105,39,22,196,146,6743,3706,12,27,DeSoto County,H1
331,16402,8851,7551,7734,6932,967,430,28,41,23,34,1,1,98,113,329,185,12,29,Dixie County,H1
332,865785,420249,445536,269162,274625,120921,138140,1966,1867,17468,19619,505,467,10227,10818,33575,32398,12,31,Duval County,H6
333,298165,147481,150684,105087,103883,32673,36329,1450,1273,3755,4641,236,245,4280,4313,7879,6341,12,33,Escambia County,H1
334,96078,46196,49882,38908,41676,5290,5998,176,124,973,1157,33,37,816,890,3986,4341,12,35,Flagler County,H1
335,11535,6637,4898,5305,4353,1180,405,44,29,15,16,6,2,87,93,401,129,12,37,Franklin County,H1
336,47792,22679,25113,9910,10154,12276,14438,111,113,107,149,25,27,250,232,2362,2116,12,39,Gadsden County,H1
337,16994,8857,8137,8041,7678,644,268,43,53,23,34,11,1,95,103,517,327,12,41,Gilchrist County,H1
338,12938,7465,5473,5788,4656,1209,434,370,306,35,28,0,2,63,47,1707,1021,12,43,Glades County,H1
339,15814,9433,6381,7028,5464,2226,714,36,31,22,26,2,2,119,144,545,125,12,45,Gulf County,H1
340,14672,8612,6060,5221,3986,3201,1859,59,61,33,47,0,1,98,106,824,474,12,47,Hamilton County,H1
341,27738,14872,12866,13219,11522,1152,882,171,142,161,156,8,7,161,157,6716,5196,12,49,Hardee County,H1
342,39040,21084,17956,17281,14632,2937,2528,460,418,172,169,31,23,203,186,10917,8328,12,51,Hendry County,H1
343,172970,82647,90323,75742,82514,4379,4839,337,348,790,1176,62,56,1337,1390,8590,9292,12,53,Hernando County,H1
344,98665,48196,50469,41802,43666,4638,4976,278,259,717,821,37,36,724,711,9251,7925,12,55,Highlands County,H1
345,1233831,601484,632347,462496,477999,100963,112561,3030,3039,20632,23531,718,766,13645,14451,153314,155548,12,57,Hillsborough County,H1
346,19859,10567,9292,9295,8756,944,210,86,78,35,63,11,14,196,171,294,152,12,59,Holmes County,H1
347,138233,66818,71415,58589,62855,6251,6458,285,275,862,868,28,31,803,928,8183,7326,12,61,Indian River County,H1
348,49616,27157,22459,18595,16324,7750,5471,216,139,133,117,53,29,410,379,1529,626,12,63,Jackson County,H1
349,14747,7709,7038,4794,4331,2776,2567,26,18,22,36,3,2,88,84,340,212,12,65,Jefferson County,H1
350,8814,5418,3396,4143,3130,1177,205,40,10,5,8,1,1,52,42,737,337,12,67,Lafayette County,H1
351,297847,144280,153567,123585,131108,14544,15630,1014,902,2575,3216,185,190,2377,2521,18214,18247,12,69,Lake County,H1
352,620532,304451,316081,268225,277227,25826,27808,1816,1357,3955,5093,410,303,4219,4293,58864,55056,12,71,Lee County,H1
353,276042,131318,144724,85983,90712,38308,46325,389,443,4014,4293,95,83,2529,2868,7567,7972,12,73,Leon County,H1
354,40721,20059,20662,17680,18020,1835,2041,102,108,116,152,16,12,310,329,1625,1416,12,75,Levy County,H1
355,8339,5081,3258,3756,2830,1191,309,60,46,11,16,3,4,60,53,392,128,12,77,Liberty County,H1
356,19231,10043,9188,5980,5400,3871,3603,69,44,24,27,1,0,98,114,603,309,12,79,Madison County,H1
357,323429,156380,167049,136859,144972,13829,15561,859,814,2430,3091,153,143,2250,2468,25118,23040,12,81,Manatee County,H1
358,331421,159045,172376,133868,144050,19618,22264,793,750,2105,2590,103,125,2558,2597,18253,18027,12,83,Marion County,H1
359,146979,72705,74274,65618,68181,4489,3596,889,599,721,923,124,91,864,884,9881,8101,12,85,Martin County,H1
360,2508171,1215318,1292853,946647,999143,232326,254743,3321,3223,19089,20660,599,556,13336,14528,785219,847394,12,86,Miami-Dade County,H1
361,73213,38980,34233,35606,31045,2263,2017,161,148,358,467,45,31,547,525,8025,7178,12,87,Monroe County,H1
362,73528,36267,37261,32986,33719,2281,2485,172,163,287,396,26,33,515,465,1268,1163,12,89,Nassau County,H1
363,180757,90850,89907,75870,74024,9037,8149,606,565,1877,3687,203,215,3257,3267,6514,5862,12,91,Okaloosa County,H1
364,40027,21452,18575,18587,16795,2158,1121,262,221,182,210,20,20,243,208,5627,3943,12,93,Okeechobee County,H1
365,1148823,565574,583249,400801,404081,119606,130034,3079,3061,28242,31748,1112,1073,12734,13252,152400,158351,12,95,Orange County,H1
366,269825,132203,137622,107155,111393,16774,17219,1022,994,3791,4314,304,339,3157,3363,59838,63512,12,97,Osceola County,H1
367,1324171,640839,683332,497236,529322,112916,122797,5078,3432,15351,17353,719,607,9539,9821,128464,124515,12,99,Palm Beach County,H1
368,465474,226280,239194,205514,217257,11002,10907,977,960,4557,5663,208,199,4022,4208,27228,27969,12,101,Pasco County,H1
369,916440,439983,476457,371029,399658,45799,51005,1723,1691,12989,15046,529,548,7914,8509,36640,36950,12,103,Pinellas County,H1
370,603192,295829,307363,238978,247347,44677,47036,1896,1744,4785,5588,333,315,5160,5333,55216,51946,12,105,Polk County,H1
371,74238,36800,37438,29981,30028,5840,6318,236,206,193,274,25,35,525,577,3575,3119,12,107,Putnam County,H1
372,191258,93023,98235,83955,88653,5339,5530,303,276,1875,2203,82,74,1469,1499,4986,5185,12,109,St. Johns County,H1
373,278264,136052,142212,104331,107724,26236,28464,794,730,2060,2570,115,122,2516,2602,23524,22828,12,111,St. Lucie County,H1
374,152953,77654,75299,68043,67322,5697,3239,705,644,1010,1849,110,117,2089,2128,3504,3167,12,113,Santa Rosa County,H1
375,379937,181270,198667,167182,182963,8879,9640,600,583,2186,2922,97,103,2326,2456,15434,14822,12,115,Sarasota County,H1
376,423070,204923,218147,168426,177910,23311,25813,815,818,7653,8675,195,211,4523,4720,34998,38071,12,117,Seminole County,H1
377,94279,48996,45283,41608,41661,6398,2696,245,159,264,385,35,19,446,363,3683,1918,12,119,Sumter County,H1
378,42315,21673,20642,18314,17719,2819,2314,161,145,107,142,13,14,259,308,2220,1437,12,121,Suwannee County,H1
379,22573,12549,10024,9256,7942,2955,1720,104,84,72,84,3,3,159,191,601,180,12,123,Taylor County,H1
380,15534,10037,5497,7092,4674,2797,673,33,30,17,19,2,0,96,101,539,205,12,125,Union County,H1
381,494610,241690,252920,206881,215545,25501,27739,1076,1016,3808,4196,183,140,4241,4284,27585,27835,12,127,Volusia County,H1
382,30835,17037,13798,13478,11930,3078,1416,108,93,73,104,15,11,285,244,659,361,12,129,Wakulla County,H1
383,55248,28281,26967,25157,24529,1948,1259,263,243,210,310,50,44,653,582,1660,1282,12,131,Walton County,H1
384,24754,13436,11318,10574,9539,2336,1333,178,151,58,78,12,9,278,208,465,269,12,133,Washington County,H1
385,18328,9235,9093,7238,7190,1784,1719,38,40,67,74,32,1,76,69,1024,693,13,1,Appling County,H1
386,8360,4226,4134,3338,3184,693,792,59,45,27,22,51,30,58,61,1156,883,13,3,Atkinson County,H1
387,11082,5488,5594,4530,4593,851,886,23,13,20,28,6,7,58,67,468,325,13,5,Bacon County,H1
388,3435,1654,1781,863,886,757,858,3,6,18,15,0,2,13,14,84,68,13,7,Baker County,H1
389,45702,22540,23162,12669,12809,9216,9686,74,53,339,340,7,13,235,261,500,431,13,9,Baldwin County,H1
390,18409,9305,9104,8829,8654,214,227,46,41,99,83,9,13,108,86,607,464,13,11,Banks County,H1
391,69692,34353,35339,28465,28954,3781,4335,163,141,1251,1192,24,22,669,695,3230,2898,13,13,Barrow County,H1
392,100139,49392,50747,42821,43697,4996,5451,295,291,360,406,45,41,875,861,4146,3550,13,15,Bartow County,H1
393,17633,8441,9192,5476,5592,2772,3367,50,43,65,65,4,3,74,122,573,456,13,17,Ben Hill County,H1
394,19342,9541,9801,8414,8472,958,1132,31,30,37,55,1,4,100,108,525,375,13,19,Berrien County,H1
395,155586,73316,82270,33449,35262,37318,44354,207,201,1268,1426,122,65,952,962,2435,1993,13,21,Bibb County,H1
396,13041,6197,6844,4529,4741,1543,1985,10,6,62,54,1,2,52,56,179,124,13,23,Bleckley County,H1
397,18456,9210,9246,8805,8747,249,298,29,43,20,21,0,2,107,135,189,159,13,25,Brantley County,H1
398,16263,7942,8321,5111,5087,2701,3077,23,30,19,31,8,12,80,84,509,351,13,27,Brooks County,H1
399,30403,14932,15471,12236,12419,2096,2300,45,64,205,294,15,15,335,379,672,710,13,29,Bryan County,H1
400,70639,35197,35442,24505,23881,9501,10282,123,130,526,543,43,31,499,575,1373,1072,13,31,Bulloch County,H1
401,23341,11187,12154,5696,5625,5303,6287,27,26,30,51,11,10,120,155,359,267,13,33,Burke County,H1
402,23742,12585,11157,8588,8163,3761,2775,38,26,50,61,2,2,146,130,366,254,13,35,Butts County,H1
403,6704,3956,2748,1446,992,2425,1711,11,11,17,17,19,0,38,17,197,69,13,37,Calhoun County,H1
404,50670,25686,24984,19746,18512,4795,5133,141,143,319,424,34,49,651,723,1431,1227,13,39,Camden County,H1
405,11025,5460,5565,4118,4018,1254,1459,2,7,29,33,7,8,50,40,719,502,13,43,Candler County,H1
406,110698,53846,56852,42510,44139,9509,10865,276,250,427,523,38,35,1086,1040,3735,3105,13,45,Carroll County,H1
407,64038,31052,32986,29218,31279,744,718,140,101,412,417,29,21,509,450,783,717,13,47,Catoosa County,H1
408,12837,7510,5327,4720,3907,2617,1276,24,28,47,28,2,1,100,87,293,78,13,49,Charlton County,H1
409,265896,128000,137896,71562,73817,50394,57348,478,413,3037,3536,160,182,2369,2600,7865,6598,13,51,Chatham County,H1
410,11178,7037,4141,5294,2828,1215,962,71,32,168,115,48,37,241,167,960,485,13,53,Chattahoochee County,H1
411,25958,13490,12468,11183,11216,1978,968,52,30,53,57,40,32,184,165,631,426,13,55,Chattooga County,H1
412,215195,106257,108938,95931,97767,6080,6651,634,516,1647,2075,124,89,1841,1840,11027,9650,13,57,Cherokee County,H1
413,117469,55758,61711,37732,40424,14357,17235,230,195,2347,2690,83,61,1009,1106,6391,5914,13,59,Clarke County,H6
414,3161,1457,1704,572,626,865,1055,5,4,7,3,0,1,8,15,10,17,13,61,Clay County,H1
415,259797,124357,135440,33307,31161,81086,93804,956,831,6530,6778,159,151,2319,2715,19333,16059,13,63,Clayton County,H1
416,6780,3295,3485,2329,2397,882,1016,30,22,6,7,3,1,45,42,161,86,13,65,Clinch County,H1
417,689676,334981,354695,229154,232805,81481,95864,1809,1671,15322,16534,289,266,6926,7555,44493,40179,13,67,Cobb County,H1
418,42723,21780,20943,15202,14955,6103,5511,96,62,148,175,13,7,218,233,2424,1945,13,69,Coffee County,H1
419,45641,22642,22999,16834,16898,5043,5427,334,252,159,177,31,34,241,211,4426,3380,13,71,Colquitt County,H1
420,124985,60816,64169,47862,49402,8961,10016,224,225,2163,2803,132,101,1474,1622,3243,3062,13,73,Columbia County,H1
421,17207,8352,8855,5995,6153,2183,2523,23,26,62,64,4,5,85,84,602,427,13,75,Cook County,H1
422,127901,62515,65386,49776,50641,10354,12124,263,256,931,1127,59,53,1132,1185,4598,3927,13,77,Coweta County,H1
423,12614,6368,6246,4881,4644,1369,1456,34,29,20,19,4,5,60,93,173,134,13,79,Crawford County,H1
424,23404,11228,12176,6294,6543,4701,5424,24,10,91,93,8,5,110,101,435,321,13,81,Crisp County,H1
425,16612,8175,8437,7931,8120,78,85,28,48,51,76,7,3,80,105,158,148,13,83,Dade County,H1
426,22288,11155,11133,10814,10807,81,53,45,42,42,89,6,6,167,136,494,409,13,85,Dawson County,H1
427,27808,13584,14224,7765,7883,5502,6017,105,97,81,79,15,12,116,136,767,651,13,87,Decatur County,H1
428,692485,331329,361156,129123,128054,174888,205916,2517,1718,18296,18363,311,252,6194,6853,38063,29143,13,89,DeKalb County,H1
